INDEX,ID,LINEA,LINEA_2,ESTACION,RAMAL,LONG,LAT,MES,CANTIDAD
143,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-02-01,58688.0
144,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-02-01,107582.0
145,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2018-01-01,58107.0
146,273,MITRE,F.C.G.B.M.,MITRE, RETIRO - MITRE,-58.4896092,-34.5154718,2019-01-01,2318.0
147,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-12-01,40822.0
148,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-11-01,36134.0
149,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-11-01,44872.0
150,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-10-01,38385.0
151,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-10-01,52647.0
152,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-09-01,46522.0
153,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-09-01,37999.0
154,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-08-01,50717.0
155,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-08-01,38085.0
156,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-07-01,38442.0
157,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-07-01,37453.0
158,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-06-01,41101.0
159,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-06-01,35807.0
160,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2017-05-01,25933.0
161,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-05-01,40401.0
162,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-05-01,48630.0
163,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-04-01,35972.0
164,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-04-01,45206.0
165,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-03-01,38539.0
166,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-03-01,46289.0
167,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2018-02-01,37451.0
168,346,MITRE,F.C.G.B.M.,SAAVEDRA, RETIRO - MITRE,-58.4870632,-34.5540735,2019-02-01,34776.0
