INDEX,LINEA,ESTACION,TOTAL,FECHA
3606,SAN MARTIN,CASEROS,170688,2019-07-01
3607,ROCA,A. DE ELIA,4,2019-07-01
3608,ROCA,CALZADA,162423,2019-07-01
3609,ROCA,A. PETION,5030,2019-07-01
3610,MITRE,VICENTE LOPEZ,79238,2019-07-01
3611,SAN MARTIN,CHACARITA,90,2019-07-01
3612,ROCA,A.KORN,182828,2019-07-01
3613,MITRE,V. BALLESTER,148284,2019-07-01
3614,SAN MARTIN,V. DEVOTO,131048,2019-07-01
3615,MITRE,URQUIZA,221897,2019-07-01
3616,ROCA,BURZACO,461175,2019-07-01
3617,SAN MARTIN,SOL Y VERDE,94798,2019-07-01
3618,ROCA,ABBOT,409,2019-07-01
3619,MITRE,TIGRE,324863,2019-07-01
3620,MITRE,RETIRO (SUAREZ-MITRE),597883,2019-07-01
3621,ROCA,ADROGUE,308293,2019-07-01
3622,SAN MARTIN,SAN MIGUEL,335882,2019-07-01
3623,ROCA,ALTAMIRANO,233,2019-07-01
3624,MITRE,LA LUCILA,55787,2019-07-01
3625,BELGRANO NORTE,GRAND BOURG,210211,2019-07-01
3626,ROCA,URIBELARREA,331,2019-07-01
3627,SARMIENTO,RAMOS MEJIA,531822,2019-07-01
3628,BELGRANO SUR,MENDEVILLE,5525,2019-07-01
3629,MITRE,CARUPA,86343,2019-07-01
3630,ROCA,GUTIERREZ,4928,2019-07-01
3631,ROCA,LONGCHAMPS,484014,2019-07-01
3632,BELGRANO SUR,M. BELGRANO,42626,2019-07-01
3633,MITRE,CENTRANGOLO,14903,2019-07-01
3634,ROCA,MAXIMO PAZ,11157,2019-07-01
3635,ROCA,MONTE,2577,2019-07-01
3636,BELGRANO SUR,LIBERTAD,37583,2019-07-01
3637,BELGRANO SUR,LAFERRERE,238395,2019-07-01
3638,ROCA,GUERNICA,183576,2019-07-01
3639,ROCA,LOBOS,1447,2019-07-01
3640,ROCA,MONTE GRANDE,593808,2019-07-01
3641,BELGRANO SUR,KM. 12,2335,2019-07-01
3642,MITRE,CHILAVERT,49454,2019-07-01
3643,ROCA,PEREYRA,4819,2019-07-01
3644,BELGRANO SUR,J. INGENIEROS,5631,2019-07-01
3645,ROCA,PLATANOS,48531,2019-07-01
3646,ROCA,GLEW,613394,2019-07-01
3647,BELGRANO SUR,INDEPENDENCIA,135815,2019-07-01
3648,ROCA,QUILMES,431025,2019-07-01
3649,MITRE,JUAN B. JUSTO,18102,2019-07-01
3650,BELGRANO SUR,ILLIA,27845,2019-07-01
3651,ROCA,RANELAGH,40181,2019-07-01
3652,ROCA,GONNET,37516,2019-07-01
3653,ROCA,GERLI,135844,2019-07-01
3654,ROCA,LLAVALLOL,99306,2019-07-01
3655,BELGRANO SUR,MERLO GOMEZ,23833,2019-07-01
3656,ROCA,JUAN XXIII,14,2019-07-01
3657,ROCA,KLOOSTERMAN,543,2019-07-01
3658,ROCA,JEPPENER,511,2019-07-01
3659,MITRE,3 DE FEBRERO,70263,2019-07-01
3660,BELGRANO SUR,VILLEGAS,6745,2019-07-01
3661,MITRE,BELGRANO C.,397720,2019-07-01
3662,BELGRANO SUR,V.LUGANO,100904,2019-07-01
3663,ROCA,J. MARMOL,79290,2019-07-01
3664,ROCA,KM. 33,4,2019-07-01
3665,BELGRANO SUR,V. SOLDATI,41039,2019-07-01
3666,ROCA,L. DE ZAMORA,1120389,2019-07-01
3667,MITRE,CARRANZA,166161,2019-07-01
3668,MITRE,BELGRANO R.,179432,2019-07-01
3669,ROCA,HUDSON,72439,2019-07-01
3670,BELGRANO SUR,V. MADERO,76828,2019-07-01
3671,ROCA,LA PLATA,328629,2019-07-01
3672,ROCA,HAEDO,1625,2019-07-01
3673,BELGRANO SUR,TAPIALES,43713,2019-07-01
3674,MITRE,BENAVIDEZ,311,2019-07-01
3675,BELGRANO SUR,SAENZ,268171,2019-07-01
3676,ROCA,LANUS,913980,2019-07-01
3677,ROCA,H. ESPANOL,1,2019-07-01
3678,BELGRANO SUR,QUERANDI,31139,2019-07-01
3679,ROCA,LEVENE,1510,2019-07-01
3680,ROCA,L. GUILLON,141845,2019-07-01
3681,ROCA,RINGUELET,12055,2019-07-01
3682,MITRE,COGHLAN,29946,2019-07-01
3683,BELGRANO SUR,G. CATAN,188503,2019-07-01
3684,ROCA,SPEGAZZINI,14451,2019-07-01
3685,MITRE,FLORIDA,19474,2019-07-01
3686,BELGRANO SUR,ALDO BONZI,3571,2019-07-01
3687,BELGRANO SUR,I. CASANOVA,30591,2019-07-01
3688,ROCA,TABLADA,426,2019-07-01
3689,BELGRANO NORTE,VILLA ROSA,78044,2019-07-01
3690,BELGRANO NORTE,VILLA ADELINA,135367,2019-07-01
3691,MITRE,GARIN,1303,2019-07-01
3692,ROCA,EZEIZA,525317,2019-07-01
3693,BELGRANO NORTE,RETIRO,516675,2019-07-01
3694,ROCA,TEMPERLEY,236058,2019-07-01
3695,ROCA,ESCALADA,150571,2019-07-01
3696,SARMIENTO,VILLA LURO,94525,2019-07-01
3697,BELGRANO NORTE,R. S. ORTIZ,50548,2019-07-01
3698,BELGRANO NORTE,MUNRO,105584,2019-07-01
3699,ROCA,TOLOSA,19987,2019-07-01
3700,MITRE,JOSE LEON SUAREZ,228029,2019-07-01
3701,ROCA,TRISTAN SUAREZ,24474,2019-07-01
3702,ROCA,EMP. LOBOS,150,2019-07-01
3703,BELGRANO NORTE,LOS POLVORINES,136279,2019-07-01
3704,SARMIENTO,S.A DE PADUA,269083,2019-07-01
3705,BELGRANO NORTE,ING. P. NOGUES,112683,2019-07-01
3706,ROCA,TURDERA,111791,2019-07-01
3707,ROCA,SOURIGUES,37314,2019-07-01
3708,BELGRANO SUR,BUENOS AIRES,3,2019-07-01
3709,ROCA,EZPELETA,199841,2019-07-01
3710,BELGRANO SUR,CASTELLO,72894,2019-07-01
3711,MITRE,COLEGIALES,88475,2019-07-01
3712,MITRE,DRAGO,45043,2019-07-01
3713,BELGRANO SUR,FOURNIER,43440,2019-07-01
3714,ROCA,SAN JUSTO,366,2019-07-01
3715,BELGRANO SUR,EVA DUARTE,52834,2019-07-01
3716,ROCA,F. VARELA,320046,2019-07-01
3717,ROCA,SANTA SOFIA,11156,2019-07-01
3718,ROCA,GANDARA,16,2019-07-01
3719,MITRE,ESCOBAR,2710,2019-07-01
3720,SAN MARTIN,PILAR,136628,2019-07-01
3721,ROCA,SARANDI,53791,2019-07-01
3722,BELGRANO SUR,CASTILLO,47959,2019-07-01
3723,SARMIENTO,ITUZAINGO,321957,2019-08-01
3724,SARMIENTO,CASTELAR,293961,2019-08-01
3725,SARMIENTO,CIUDADELA,176750,2019-08-01
3726,SAN MARTIN,V. DEVOTO,152167,2019-08-01
3727,SARMIENTO,FLORES,272776,2019-08-01
3728,SARMIENTO,CABALLITO,198726,2019-08-01
3729,SAN MARTIN,PALOMAR,129312,2019-08-01
3730,SARMIENTO,MISERERE,236,2019-08-01
3731,SAN MARTIN,SOL Y VERDE,90791,2019-08-01
3732,SAN MARTIN,PATERNAL,10,2019-08-01
3733,SAN MARTIN,PILAR,147819,2019-08-01
3734,SAN MARTIN,W. MORRIS,69840,2019-08-01
3735,SARMIENTO,MORENO,939410,2019-08-01
3736,SARMIENTO,FLORESTA,171254,2019-08-01
3737,ROCA,A. PETION,5091,2019-08-01
3738,SAN MARTIN,RETIRO,378973,2019-08-01
3739,SARMIENTO,MERLO,943507,2019-08-01
3740,SAN MARTIN,V. PARQUE,239309,2019-08-01
3741,SARMIENTO,VILLA LURO,119532,2019-08-01
3742,SARMIENTO,S.A DE PADUA,271411,2019-08-01
3743,SARMIENTO,MORON,1015434,2019-08-01
3744,SAN MARTIN,SAENZ PENA,102693,2019-08-01
3745,SARMIENTO,HAEDO,188350,2019-08-01
3746,SAN MARTIN,SAN MIGUEL,380281,2019-08-01
3747,SARMIENTO,LINIERS,670924,2019-08-01
3748,SARMIENTO,RAMOS MEJIA,555924,2019-08-01
3749,SARMIENTO,PASO DEL REY,232118,2019-08-01
3750,SARMIENTO,ONCE,1858125,2019-08-01
3751,SAN MARTIN,S. LUGARES,33536,2019-08-01
3752,ROCA,A.KORN,199063,2019-08-01
3753,ROCA,LANUS,947388,2019-08-01
3754,ROCA,JEPPENER,359,2019-08-01
3755,MITRE,COLEGIALES,96459,2019-08-01
3756,MITRE,DRAGO,62459,2019-08-01
3757,ROCA,J. MARMOL,86798,2019-08-01
3758,MITRE,EL TALAR,21,2019-08-01
3759,ROCA,HUDSON,78166,2019-08-01
3760,MITRE,ESCOBAR,2253,2019-08-01
3761,ROCA,HAEDO,1456,2019-08-01
3762,MITRE,FLORIDA,21216,2019-08-01
3763,MITRE,COGHLAN,31700,2019-08-01
3764,ROCA,GUTIERREZ,4686,2019-08-01
3765,ROCA,GUERNICA,203866,2019-08-01
3766,MITRE,JOSE LEON SUAREZ,232587,2019-08-01
3767,ROCA,GONNET,39157,2019-08-01
3768,ROCA,GLEW,613492,2019-08-01
3769,MITRE,JUAN B. JUSTO,19436,2019-08-01
3770,ROCA,GERLI,139948,2019-08-01
3771,MITRE,LA LUCILA,60835,2019-08-01
3772,ROCA,GANDARA,11,2019-08-01
3773,MITRE,LOPEZ CAMELO,355,2019-08-01
3774,MITRE,GARIN,1410,2019-08-01
3775,ROCA,JUAN XXIII,8,2019-08-01
3776,MITRE,CHILAVERT,52180,2019-08-01
3777,ROCA,KLOOSTERMAN,528,2019-08-01
3778,ROCA,LONGCHAMPS,499456,2019-08-01
3779,BELGRANO SUR,V. SOLDATI,44538,2019-08-01
3780,BELGRANO SUR,V.LUGANO,103833,2019-08-01
3781,ROCA,LOBOS,2548,2019-08-01
3782,BELGRANO SUR,VILLEGAS,7143,2019-08-01
3783,ROCA,LLAVALLOL,103981,2019-08-01
3784,MITRE,3 DE FEBRERO,61603,2019-08-01
3785,ROCA,LEVENE,1548,2019-08-01
3786,MITRE,ACASSUSO,65227,2019-08-01
3787,SAN MARTIN,MUNIZ,75626,2019-08-01
3788,MITRE,BECCAR,73515,2019-08-01
3789,MITRE,BELGRANO C.,410477,2019-08-01
3790,ROCA,LA PLATA,359752,2019-08-01
3791,MITRE,BELGRANO R.,191903,2019-08-01
3792,MITRE,BENAVIDEZ,283,2019-08-01
3793,ROCA,L. GUILLON,151995,2019-08-01
3794,MITRE,CARRANZA,187660,2019-08-01
3795,ROCA,L. DE ZAMORA,1130537,2019-08-01
3796,MITRE,CARUPA,89066,2019-08-01
3797,ROCA,KM. 33,2,2019-08-01
3798,MITRE,CENTRANGOLO,16246,2019-08-01
3799,MITRE,MALAVER,32070,2019-08-01
3800,ROCA,F. VARELA,353400,2019-08-01
3801,MITRE,MAQ. SAVIO,418,2019-08-01
3802,ROCA,EZPELETA,202637,2019-08-01
3803,MITRE,SAN FERNANDO,125742,2019-08-01
3804,ROCA,BRANDSEN,1652,2019-08-01
3805,MITRE,SAN ISIDRO,305971,2019-08-01
3806,MITRE,SAN MARTIN,236554,2019-08-01
3807,ROCA,BOSQUES,105746,2019-08-01
3808,MITRE,TIGRE,322657,2019-08-01
3809,MITRE,URQUIZA,237299,2019-08-01
3810,ROCA,BERNAL,172576,2019-08-01
3811,ROCA,BERAZATEGUI,284876,2019-08-01
3812,MITRE,V. BALLESTER,159214,2019-08-01
3813,MITRE,VICENTE LOPEZ,84199,2019-08-01
3814,ROCA,BANFIELD,569953,2019-08-01
3815,MITRE,VICTORIA ELECT,75077,2019-08-01
3816,ROCA,ARDIGO,165459,2019-08-01
3817,ROCA,ALTAMIRANO,226,2019-08-01
3818,MITRE,VIRREYES,154994,2019-08-01
3819,MITRE,ZARATE,724,2019-08-01
3820,ROCA,ADROGUE,316693,2019-08-01
3821,ROCA,ABBOT,672,2019-08-01
3822,MITRE,ZELAYA,350,2019-08-01
3823,ROCA,A. DE ELIA,2,2019-08-01
3824,ROCA,BURZACO,472006,2019-08-01
3825,ROCA,MAXIMO PAZ,11507,2019-08-01
3826,MITRE,SAN ANDRES,45079,2019-08-01
3827,ROCA,CANUELAS,29078,2019-08-01
3828,MITRE,MARTINEZ,172169,2019-08-01
3829,ROCA,EZEIZA,527239,2019-08-01
3830,MITRE,MATHEU,294,2019-08-01
3831,ROCA,ESCALADA,179211,2019-08-01
3832,MITRE,MIGUELETES,38216,2019-08-01
3833,ROCA,EMP. LOBOS,408,2019-08-01
3834,MITRE,MITRE,55713,2019-08-01
3835,ROCA,EL JAGUEL,203671,2019-08-01
3836,MITRE,NUNEZ,124155,2019-08-01
3837,ROCA,DON BOSCO,63373,2019-08-01
3838,MITRE,OLIVOS,118214,2019-08-01
3839,ROCA,DARIO Y MAXI,252616,2019-08-01
3840,MITRE,PUEYRREDON,75107,2019-08-01
3841,ROCA,CONSTITUCION,4537805,2019-08-01
3842,ROCA,CLAYPOLE,290460,2019-08-01
3843,MITRE,RETIRO (SUAREZ-MITRE),592715,2019-08-01
3844,ROCA,CITY BELL,55909,2019-08-01
3845,MITRE,RETIRO (TIGRE),746675,2019-08-01
3846,ROCA,CHASCOMUS,4287,2019-08-01
3847,MITRE,RIVADAVIA,85861,2019-08-01
3848,MITRE,SAAVEDRA,38085,2019-08-01
3849,ROCA,CALZADA,166309,2019-08-01
3850,BELGRANO SUR,V. MADERO,79644,2019-08-01
3851,SAN MARTIN,PALERMO,304344,2019-08-01
3852,BELGRANO NORTE,R. S. ORTIZ,70830,2019-08-01
3853,ROCA,TEMPERLEY,251881,2019-08-01
3854,BELGRANO NORTE,VILLA ROSA,79543,2019-08-01
3855,ROCA,TABLADA,467,2019-08-01
3856,ROCA,ZEBALLOS,115684,2019-08-01
3857,SAN MARTIN,ASTOLFI,17529,2019-08-01
3858,BELGRANO SUR,ALDO BONZI,3802,2019-08-01
3859,ROCA,STA. CATALINA,1,2019-08-01
3860,BELGRANO SUR,BUENOS AIRES,8,2019-08-01
3861,ROCA,SPEGAZZINI,14896,2019-08-01
3862,BELGRANO SUR,CASTELLO,76021,2019-08-01
3863,ROCA,SOURIGUES,41866,2019-08-01
3864,SAN MARTIN,B. VISTA,126400,2019-08-01
3865,ROCA,U. FERROVIARIA,2594,2019-08-01
3866,BELGRANO SUR,EVA DUARTE,55351,2019-08-01
3867,BELGRANO SUR,FOURNIER,43076,2019-08-01
3868,BELGRANO NORTE,VILLA ADELINA,140681,2019-08-01
3869,ROCA,YRIGOYEN,86656,2019-08-01
3870,BELGRANO NORTE,RETIRO,523381,2019-08-01
3871,ROCA,WILDE,95340,2019-08-01
3872,ROCA,URIBELARREA,681,2019-08-01
3873,ROCA,TURDERA,119238,2019-08-01
3874,BELGRANO NORTE,BOULOGNE SUR,186972,2019-08-01
3875,ROCA,V. CASARES,1468,2019-08-01
3876,BELGRANO NORTE,DEL VISO,79340,2019-08-01
3877,BELGRANO NORTE,DON TORCUATO,133226,2019-08-01
3878,BELGRANO NORTE,FLORIDA,39755,2019-08-01
3879,BELGRANO SUR,G. CATAN,206401,2019-08-01
3880,ROCA,V. DOMINICO,56216,2019-08-01
3881,BELGRANO NORTE,ING. P. NOGUES,107985,2019-08-01
3882,ROCA,VILLA ELISA,51668,2019-08-01
3883,BELGRANO NORTE,LOS POLVORINES,141693,2019-08-01
3884,BELGRANO NORTE,MUNRO,114599,2019-08-01
3885,ROCA,VILLA ESPANA,39320,2019-08-01
3886,ROCA,TRISTAN SUAREZ,25460,2019-08-01
3887,ROCA,TOLOSA,21224,2019-08-01
3888,BELGRANO NORTE,GRAND BOURG,212642,2019-08-01
3889,ROCA,SARANDI,55058,2019-08-01
3890,BELGRANO SUR,CASTILLO,47570,2019-08-01
3891,BELGRANO SUR,LIBERTAD,37896,2019-08-01
3892,SAN MARTIN,HURLINGHAM,112988,2019-08-01
3893,SAN MARTIN,CABRED,4757,2019-08-01
3894,ROCA,QUILMES,447223,2019-08-01
3895,BELGRANO SUR,M. BELGRANO,41498,2019-08-01
3896,SAN MARTIN,J.C. PAZ,560069,2019-08-01
3897,ROCA,PLATANOS,51608,2019-08-01
3898,BELGRANO SUR,MENDEVILLE,6098,2019-08-01
3899,ROCA,PEREYRA,4723,2019-08-01
3900,BELGRANO SUR,MERLO GOMEZ,23960,2019-08-01
3901,SAN MARTIN,MANZANARES,3611,2019-08-01
3902,BELGRANO SUR,QUERANDI,35072,2019-08-01
3903,ROCA,MONTE GRANDE,608078,2019-08-01
3904,BELGRANO SUR,SAENZ,278210,2019-08-01
3905,ROCA,MONTE,3881,2019-08-01
3906,BELGRANO SUR,TAPIALES,39403,2019-08-01
3907,BELGRANO SUR,LAFERRERE,244461,2019-08-01
3908,BELGRANO SUR,KM. 12,2476,2019-08-01
3909,ROCA,UNIVERSITARIO,32236,2019-08-01
3910,BELGRANO SUR,J. INGENIEROS,5583,2019-08-01
3911,BELGRANO SUR,INDEPENDENCIA,141564,2019-08-01
3912,SAN MARTIN,CHACARITA,58,2019-08-01
3913,ROCA,RINGUELET,14065,2019-08-01
3914,ROCA,SANTA SOFIA,12030,2019-08-01
3915,ROCA,SAN JUSTO,328,2019-08-01
3916,BELGRANO SUR,ILLIA,29300,2019-08-01
3917,SAN MARTIN,DERQUI,158777,2019-08-01
3918,SAN MARTIN,CASEROS,196760,2019-08-01
3919,BELGRANO SUR,I. CASANOVA,32202,2019-08-01
3920,ROCA,RANELAGH,44691,2019-08-01
3921,BELGRANO NORTE,ING. P. NOGUES,104634,2019-09-01
3922,MITRE,MAQ. SAVIO,2040,2019-09-01
3923,BELGRANO NORTE,FLORIDA,38805,2019-09-01
3924,MITRE,FLORIDA,20851,2019-09-01
3925,MITRE,LA LUCILA,63854,2019-09-01
3926,BELGRANO NORTE,DEL VISO,75077,2019-09-01
3927,BELGRANO NORTE,VILLA ADELINA,136291,2019-09-01
3928,MITRE,JUAN B. JUSTO,19998,2019-09-01
3929,MITRE,GARIN,1347,2019-09-01
3930,MITRE,L. DE LA TORRE,26895,2019-09-01
3931,BELGRANO NORTE,MUNRO,114189,2019-09-01
3932,MITRE,MALAVER,31592,2019-09-01
3933,BELGRANO NORTE,RETIRO,506143,2019-09-01
3934,MITRE,JOSE LEON SUAREZ,220646,2019-09-01
3935,BELGRANO NORTE,A. DEL VALLE ,3,2019-09-01
3936,BELGRANO NORTE,GRAND BOURG,209951,2019-09-01
3937,BELGRANO NORTE,BOULOGNE SUR,187701,2019-09-01
3938,MITRE,LOPEZ CAMELO,1154,2019-09-01
3939,BELGRANO NORTE,R. S. ORTIZ,75840,2019-09-01
3940,BELGRANO NORTE,DON TORCUATO,128421,2019-09-01
3941,BELGRANO SUR,MERLO GOMEZ,23062,2019-09-01
3942,BELGRANO NORTE,VILLA ROSA,76469,2019-09-01
3943,BELGRANO SUR,ILLIA,29756,2019-09-01
3944,MITRE,ACASSUSO,76371,2019-09-01
3945,BELGRANO SUR,INDEPENDENCIA,139583,2019-09-01
3946,MITRE,3 DE FEBRERO,62353,2019-09-01
3947,BELGRANO SUR,VILLEGAS,7319,2019-09-01
3948,BELGRANO SUR,V.LUGANO,105094,2019-09-01
3949,BELGRANO SUR,J. INGENIEROS,5542,2019-09-01
3950,MITRE,BECCAR,84050,2019-09-01
3951,BELGRANO SUR,KM. 12,2564,2019-09-01
3952,BELGRANO SUR,V. SOLDATI,44221,2019-09-01
3953,BELGRANO SUR,V. MADERO,78499,2019-09-01
3954,BELGRANO SUR,LIBERTAD,38697,2019-09-01
3955,BELGRANO SUR,TAPIALES,39143,2019-09-01
3956,BELGRANO SUR,SAENZ,276447,2019-09-01
3957,BELGRANO SUR,M. BELGRANO,43313,2019-09-01
3958,BELGRANO SUR,QUERANDI,34579,2019-09-01
3959,BELGRANO SUR,LAFERRERE,239606,2019-09-01
3960,MITRE,ESCOBAR,2408,2019-09-01
3961,MITRE,BELGRANO C.,393158,2019-09-01
3962,BELGRANO SUR,G. CATAN,217201,2019-09-01
3963,MITRE,EL TALAR,26,2019-09-01
3964,BELGRANO SUR,ALDO BONZI,3423,2019-09-01
3965,MITRE,DRAGO,66095,2019-09-01
3966,MITRE,COLEGIALES,92464,2019-09-01
3967,BELGRANO SUR,BUENOS AIRES,2,2019-09-01
3968,MITRE,COGHLAN,30505,2019-09-01
3969,MITRE,CHILAVERT,53352,2019-09-01
3970,BELGRANO SUR,I. CASANOVA,32448,2019-09-01
3971,BELGRANO SUR,CASTELLO,73918,2019-09-01
3972,BELGRANO SUR,CASTILLO,47888,2019-09-01
3973,BELGRANO SUR,MENDEVILLE,6109,2019-09-01
3974,MITRE,CARUPA,80756,2019-09-01
3975,MITRE,CARRANZA,188968,2019-09-01
3976,BELGRANO SUR,EVA DUARTE,55134,2019-09-01
3977,BELGRANO SUR,FOURNIER,43257,2019-09-01
3978,MITRE,BENAVIDEZ,355,2019-09-01
3979,MITRE,CENTRANGOLO,16495,2019-09-01
3980,BELGRANO NORTE,LOS POLVORINES,139573,2019-09-01
3981,MITRE,BELGRANO R.,188013,2019-09-01
3982,MITRE,MATHEU,1460,2019-09-01
3983,SAN MARTIN,CASEROS,197214,2019-09-01
3984,SAN MARTIN,CABRED,5437,2019-09-01
3985,SAN MARTIN,B. VISTA,125214,2019-09-01
3986,SAN MARTIN,ASTOLFI,16644,2019-09-01
3987,ROCA,ZEBALLOS,117089,2019-09-01
3988,ROCA,YRIGOYEN,86486,2019-09-01
3989,ROCA,WILDE,97521,2019-09-01
3990,ROCA,VILLA ESPANA,42342,2019-09-01
3991,ROCA,VILLA ELISA,52341,2019-09-01
3992,ROCA,V. DOMINICO,60311,2019-09-01
3993,ROCA,V. CASARES,1630,2019-09-01
3994,ROCA,URIBELARREA,851,2019-09-01
3995,ROCA,UNIVERSITARIO,35676,2019-09-01
3996,ROCA,U. FERROVIARIA,2693,2019-09-01
3997,ROCA,TURDERA,118529,2019-09-01
3998,ROCA,TRISTAN SUAREZ,26015,2019-09-01
3999,ROCA,TOLOSA,22355,2019-09-01
4000,ROCA,MAXIMO PAZ,11182,2019-09-01
4001,ROCA,MONTE,4143,2019-09-01
4002,ROCA,MONTE GRANDE,592430,2019-09-01
4003,ROCA,PEREYRA,5460,2019-09-01
4004,ROCA,QUILMES,445259,2019-09-01
4005,ROCA,RANELAGH,50087,2019-09-01
4006,SAN MARTIN,CHACARITA,15,2019-09-01
4007,ROCA,RINGUELET,14785,2019-09-01
4008,ROCA,SANTA SOFIA,11343,2019-09-01
4009,ROCA,SARANDI,59229,2019-09-01
4010,ROCA,SOURIGUES,44976,2019-09-01
4011,ROCA,SPEGAZZINI,15183,2019-09-01
4012,ROCA,TABLADA,440,2019-09-01
4013,ROCA,TEMPERLEY,246052,2019-09-01
4014,ROCA,SAN JUSTO,364,2019-09-01
4015,SAN MARTIN,DERQUI,150024,2019-09-01
4016,SAN MARTIN,HURLINGHAM,106765,2019-09-01
4017,SAN MARTIN,J.C. PAZ,528923,2019-09-01
4018,SARMIENTO,FLORESTA,166870,2019-09-01
4019,SARMIENTO,HAEDO,182198,2019-09-01
4020,SARMIENTO,ITUZAINGO,321597,2019-09-01
4021,SARMIENTO,LINIERS,669600,2019-09-01
4022,SARMIENTO,MERLO,944020,2019-09-01
4023,SARMIENTO,MISERERE,235,2019-09-01
4024,SARMIENTO,FLORES,278446,2019-09-01
4025,SARMIENTO,MORENO,957887,2019-09-01
4026,SARMIENTO,ONCE,1825775,2019-09-01
4027,SARMIENTO,PASO DEL REY,218667,2019-09-01
4028,SARMIENTO,RAMOS MEJIA,566333,2019-09-01
4029,SARMIENTO,S.A DE PADUA,269532,2019-09-01
4030,SARMIENTO,VILLA LURO,126338,2019-09-01
4031,MITRE,MARTINEZ,170820,2019-09-01
4032,SARMIENTO,MORON,1033370,2019-09-01
4033,ROCA,LONGCHAMPS,475363,2019-09-01
4034,SARMIENTO,CIUDADELA,173097,2019-09-01
4035,SARMIENTO,CABALLITO,208823,2019-09-01
4036,SAN MARTIN,MANZANARES,3537,2019-09-01
4037,SAN MARTIN,MUNIZ,76590,2019-09-01
4038,SAN MARTIN,PALERMO,338214,2019-09-01
4039,SAN MARTIN,PALOMAR,130479,2019-09-01
4040,SAN MARTIN,PATERNAL,3,2019-09-01
4041,SAN MARTIN,PILAR,156350,2019-09-01
4042,SARMIENTO,CASTELAR,287592,2019-09-01
4043,SAN MARTIN,RETIRO,422802,2019-09-01
4044,SAN MARTIN,SAENZ PENA,103849,2019-09-01
4045,SAN MARTIN,SAN MIGUEL,362796,2019-09-01
4046,SAN MARTIN,SOL Y VERDE,86185,2019-09-01
4047,SAN MARTIN,V. DEVOTO,155038,2019-09-01
4048,SAN MARTIN,V. PARQUE,216671,2019-09-01
4049,SAN MARTIN,W. MORRIS,67247,2019-09-01
4050,SAN MARTIN,S. LUGARES,35268,2019-09-01
4051,ROCA,LOBOS,2964,2019-09-01
4052,ROCA,PLATANOS,54731,2019-09-01
4053,ROCA,LEVENE,1599,2019-09-01
4054,ROCA,BERNAL,188454,2019-09-01
4055,ROCA,BERAZATEGUI,305670,2019-09-01
4056,ROCA,BANFIELD,566026,2019-09-01
4057,ROCA,ARDIGO,167409,2019-09-01
4058,ROCA,ALTAMIRANO,162,2019-09-01
4059,ROCA,ADROGUE,316027,2019-09-01
4060,ROCA,ABBOT,850,2019-09-01
4061,ROCA,A.KORN,183516,2019-09-01
4062,ROCA,A. PETION,5255,2019-09-01
4063,ROCA,A. DE ELIA,7,2019-09-01
4064,MITRE,ZELAYA,265,2019-09-01
4065,MITRE,ZARATE,767,2019-09-01
4066,MITRE,VIRREYES,157870,2019-09-01
4067,MITRE,VICTORIA ELECT,85195,2019-09-01
4068,MITRE,VICENTE LOPEZ,89379,2019-09-01
4069,MITRE,V. BALLESTER,157613,2019-09-01
4070,MITRE,URQUIZA,231002,2019-09-01
4071,ROCA,LLAVALLOL,104535,2019-09-01
4072,MITRE,MIGUELETES,38845,2019-09-01
4073,MITRE,MITRE,54673,2019-09-01
4074,MITRE,NUNEZ,125021,2019-09-01
4075,MITRE,OLIVOS,122756,2019-09-01
4076,MITRE,PUEYRREDON,74291,2019-09-01
4077,ROCA,BOSQUES,110465,2019-09-01
4078,MITRE,RETIRO (SUAREZ-MITRE),585717,2019-09-01
4079,MITRE,RIVADAVIA,89596,2019-09-01
4080,MITRE,SAAVEDRA,37999,2019-09-01
4081,MITRE,SAN ANDRES,45129,2019-09-01
4082,MITRE,SAN FERNANDO,135037,2019-09-01
4083,MITRE,SAN ISIDRO,310383,2019-09-01
4084,MITRE,SAN MARTIN,231016,2019-09-01
4085,MITRE,RETIRO (TIGRE),760277,2019-09-01
4086,ROCA,BRANDSEN,1419,2019-09-01
4087,MITRE,TIGRE,324001,2019-09-01
4088,ROCA,BURZACO,479312,2019-09-01
4089,ROCA,GUERNICA,198119,2019-09-01
4090,ROCA,GUTIERREZ,4618,2019-09-01
4091,ROCA,HUDSON,80776,2019-09-01
4092,ROCA,J. MARMOL,87227,2019-09-01
4093,ROCA,JEPPENER,422,2019-09-01
4094,ROCA,JUAN XXIII,3,2019-09-01
4095,ROCA,GONNET,36572,2019-09-01
4096,ROCA,KLOOSTERMAN,602,2019-09-01
4097,ROCA,BRIAN,3,2019-09-01
4098,ROCA,KM. 34,4,2019-09-01
4099,ROCA,L. DE ZAMORA,1108713,2019-09-01
4100,ROCA,LANUS,926305,2019-09-01
4101,ROCA,L. GUILLON,145323,2019-09-01
4102,ROCA,LA PLATA,370193,2019-09-01
4103,ROCA,KM. 33,3,2019-09-01
4104,ROCA,GLEW,603271,2019-09-01
4105,ROCA,HAEDO,1455,2019-09-01
4106,ROCA,DON BOSCO,63936,2019-09-01
4107,ROCA,DARIO Y MAXI,267260,2019-09-01
4108,ROCA,CITY BELL,58381,2019-09-01
4109,ROCA,GERLI,138610,2019-09-01
4110,ROCA,EL JAGUEL,205409,2019-09-01
